ACCOUNT_KEY,AGE,GENDER,MARITAL_STATUS,INCOME_MIDPOINT,CHILDREN_IN_HH,NUMBER_OF_CHILDREN
540055,,,,,,
540107,52,Male,Married,75000,Y,2
540313,50,Male,Married,150000,Y,3
540335,,,,,,
540370,,,,,,
540562,51,Male,Single,150000,Y,1
540675,53,Male,Married,150000,N,
540821,68,Male,Married,187500,N,0
540845,,,Married,125000,Y,4
541034,55,Female,Single,45000,N,0
541363,56,Male,Married,225000,Y,2
541401,74,Male,Married,150000,N,
541451,45,,Single,75000,Y,1
541452,,,,,,
541542,23,Male,Married,112500,Y,1
541598,,,,,,
541665,86,Male,Married,125000,N,0
541679,58,Female,Married,125000,,
541734,,,Married,125000,Y,2
541818,87,Female,Married,25000,N,
541902,64,Female,Married,70000,Y,1
541927,63,Female,Married,95000,N,
542086,68,Male,Married,95000,N,0
542196,57,Female,Single,95000,N,0
542560,,,,,,
542655,66,Male,Married,85000,N,0
543344,,Female,,,N,0
543362,49,Male,Single,112500,Y,4
543491,,,,,,
543526,39,Male,Single,112500,Y,1
543783,60,Male,Married,45000,N,
543819,50,Male,Single,95000,N,1
543857,42,Female,Married,75000,Y,5
543909,38,Male,Married,150000,Y,5
543980,52,Female,Married,162500,Y,2
544166,76,Male,Single,75000,N,0
544177,64,Female,Married,125000,N,0
544559,62,Male,Married,150000,N,0
544728,60,Male,Married,112500,N,0
544908,65,Male,Married,85000,N,0
545157,,,,,,
545314,57,Female,Married,75000,Y,1
545483,36,Female,Married,150000,Y,3
545503,67,Male,Married,150000,Y,2
545778,66,Male,Married,150000,Y,2
545900,48,Female,Married,95000,Y,1
545936,,,,,,
545963,46,Female,Married,65000,Y,5
546222,,,,,,
546397,,,,,,
546520,40,Male,Married,95000,Y,1
546764,,,,,,
546927,62,Male,Married,162500,N,0
547033,50,Female,Married,95000,N,
547149,61,Male,Married,150000,N,
547168,26,Male,Single,150000,Y,1
547305,56,Male,Married,37500,N,0
547348,67,Male,Single,65000,N,0
547401,47,Male,Married,150000,N,0
547505,56,Female,Married,112500,Y,2
547577,21,,Married,65000,Y,1
547653,,,,,,
547752,54,Male,Married,125000,Y,1
547771,47,Male,Single,95000,Y,1
547914,53,Male,Married,150000,Y,2
547925,44,Female,Married,112500,Y,1
548086,60,Female,Married,125000,,
548212,58,Male,Married,45000,N,1
548228,73,Female,Married,150000,N,0
548237,59,Female,Married,95000,N,0
548506,60,Female,Married,225000,N,0
548719,57,Female,Married,75000,N,
548789,71,Male,Married,112500,N,0
548806,60,Female,Married,95000,N,0
548822,,,Married,250000,Y,3
549036,45,Male,Married,150000,Y,2
549088,60,Male,Single,150000,N,0
549376,42,Male,Single,75000,N,0
549440,75,,Married,75000,N,0
549518,41,Male,Married,85000,N,0
549605,,,,,,
549730,74,Male,Married,150000,Y,3
549870,55,Female,Married,112500,Y,4
549979,,,,,,
550037,64,Male,Married,95000,N,0
550116,,,,,,
550203,,,,,,
550389,,,,,,
550445,76,Female,Married,125000,Y,2
550563,,,,,,
550585,,,,,,
550660,40,Male,Single,150000,Y,1
550868,,,,,,
551025,34,Male,Single,225000,Y,1
551117,,,Single,17500,N,0
551304,,,,,,
551378,39,Male,Single,65000,N,
551507,47,Male,Married,150000,N,0
551526,44,Male,Married,112500,Y,3
551641,26,Male,Single,150000,Y,1
551774,47,Male,Single,150000,N,0
551796,,,,,,
551835,55,Female,Married,112500,Y,1
552009,36,Male,Married,250000,Y,1
552188,,,Married,112500,Y,1
552310,51,Female,Married,112500,Y,1
552469,32,Male,Married,150000,Y,1
552484,50,Male,Married,187500,Y,2
552568,,,,,,
552885,54,Female,Married,87500,Y,1
553077,32,Male,Married,112500,N,
553344,47,Female,Married,17500,Y,3
553389,48,Male,Married,87500,Y,4
553455,41,Male,Married,150000,Y,1
553756,44,Male,Single,150000,Y,7
554064,63,Male,Single,75000,N,
554326,34,Male,Single,35000,Y,1
554354,51,Male,Married,45000,Y,1
554519,58,Female,Married,70000,Y,1
554542,,,,,,
555212,,,Married,75000,Y,1
555222,,,,,,
555293,29,Male,Single,95000,N,
555441,86,Male,Single,125000,N,0
555574,76,Male,Single,137500,N,0
555830,72,Female,Married,12500,,
555924,62,Male,Single,65000,N,0
555928,56,Male,Married,150000,Y,1
556058,52,Male,Married,87500,Y,2
556076,49,Male,Married,95000,Y,4
556187,40,Male,Married,250000,Y,4
556280,67,Male,Married,150000,N,
556617,,,Single,75000,N,0
556646,62,Male,Married,125000,Y,1
556658,76,Female,Married,95000,Y,1
556742,35,Male,Married,112500,N,
556787,42,Male,Single,22500,Y,5
556829,27,Male,Married,35000,N,
556899,,,,,,
556914,22,Male,Married,45000,Y,3
557523,,,,,,
557596,,,,,,
557615,,,,,,
557649,58,Male,Married,150000,N,
557673,62,Female,Married,112500,N,0
557725,32,Male,Single,125000,Y,1
557754,55,Male,Married,150000,Y,1
557783,,,,,,
557893,,,,,,
557906,60,Female,Married,22500,Y,3
558015,65,Male,Married,75000,N,0
558357,63,Male,Married,150000,N,1
558657,68,Female,Married,150000,N,0
558731,72,Male,Married,35000,N,
559074,59,Male,Single,95000,N,0
559338,40,Male,Married,137500,Y,2
559380,,,,,,
559436,58,Female,Married,95000,N,0
559464,26,Male,,95000,N,
559491,70,Male,Married,45000,N,0
559501,,,,,,
559511,,,,,,
559619,,,,,,
559897,,,,,,
560012,61,Male,,,,
560127,28,Male,Single,87500,,
560172,47,Female,Married,112500,Y,3
560306,44,Male,Married,,Y,1
560309,38,Male,Single,17500,Y,3
560731,26,Male,Married,112500,Y,1
561059,59,Male,Married,112500,N,0
561415,62,Male,Married,75000,Y,1
561502,34,Male,Single,37500,,
561508,72,Female,Married,112500,Y,1
561562,22,Male,Married,125000,Y,1
561622,,,,,,
561789,,,,,,
561807,76,Male,Married,70000,,
561876,42,Male,Married,150000,Y,1
562103,49,Male,Single,45000,Y,4
562412,75,Female,Married,95000,N,0
562505,61,Male,Married,95000,N,0
562515,54,Male,Married,87500,Y,3
562606,66,Male,Married,150000,Y,2
563009,64,Male,Married,37500,N,0
563302,,,,,,
563349,26,Male,Married,150000,Y,1
563372,66,Male,Single,125000,Y,1
563940,63,Male,Married,35000,N,
564246,70,Male,Married,95000,Y,1
564395,67,Male,Married,150000,Y,1
564433,32,Male,Single,75000,Y,1
564600,51,Male,Married,150000,N,0
564605,31,Male,Single,35000,Y,1
564624,42,Male,Married,87500,Y,1
564669,36,Male,Single,57500,Y,1
564670,46,Male,Married,45000,N,0
564701,28,Male,Married,125000,,
565040,65,Female,Married,25000,N,0
565051,,,,,,
565143,70,Male,Single,87500,N,0
565243,40,Male,Married,112500,N,0
565665,72,Female,Married,75000,N,
565691,32,Female,Married,75000,Y,2
565805,39,Male,Single,150000,Y,1
565856,,,,,,
566238,70,Male,Married,35000,N,0
566466,60,Male,Married,150000,N,0
566553,41,Female,Married,112500,Y,1
566637,,,,,,
566675,42,Male,Married,187500,Y,2
566729,25,Male,Married,75000,N,
566793,59,Female,Single,95000,Y,2
566830,74,Male,Married,187500,,
566931,,,,,,
567065,52,Male,Single,70000,N,0
567115,28,Male,Married,125000,N,0
567222,44,Male,Married,150000,Y,4
567381,,,,,,
567410,62,Male,Married,150000,N,1
567743,33,Female,Single,150000,Y,3
567827,74,Male,Married,150000,N,0
567940,60,Male,Single,137500,N,0
568747,69,Female,Married,112500,N,
568881,28,Male,Married,125000,,
569076,63,Male,Single,75000,N,0
569131,40,Male,Married,87500,Y,2
569375,67,Male,Married,150000,N,0
569585,28,Male,Single,112500,N,
569663,46,Female,Married,25000,Y,1
569679,,,,,,
569719,46,,Single,162500,Y,1
569810,,,,,,
569930,63,Male,Married,35000,N,
569974,,,,,,
570030,,,,,,
570053,,,,,,
570144,58,Male,Married,95000,N,
570392,43,Female,Single,150000,Y,1
570428,24,Male,Married,150000,Y,1
570504,58,Female,Single,150000,Y,1
570569,33,Male,Single,112500,Y,1
570843,,,,,,
570958,69,Male,Married,95000,N,
571056,51,Male,Married,112500,N,0
571083,65,Male,Single,75000,N,
571212,,,,,,
571227,51,Male,Married,95000,Y,3
571397,24,Male,Single,,N,
571643,58,Female,Married,150000,Y,1
571717,63,Male,Married,150000,Y,1
571838,69,Male,Married,95000,N,0
571943,,,,,,
572263,52,Female,Single,125000,,
572861,57,Female,Married,95000,N,
572897,69,Male,Single,150000,N,0
573027,31,Female,Married,75000,N,0
573109,54,Male,Married,125000,N,0
573711,80,Male,Single,55000,N,0
573774,28,Male,Married,95000,Y,1
573777,42,Male,Married,45000,Y,2
574472,69,Male,Married,137500,N,
574656,34,Male,Single,70000,N,0
574668,30,Female,Single,150000,Y,1
574968,67,Male,Single,95000,N,0
575134,60,Male,Single,250000,Y,1
575358,66,Male,Married,150000,N,0
575367,65,Male,Married,35000,Y,1
575384,65,Male,Married,150000,Y,1
575453,,,,,,
575659,66,Male,Married,187500,Y,2
575855,33,Male,Single,112500,N,0
575980,18,Male,Single,70000,Y,4
576024,23,Male,Single,45000,N,
576270,41,Female,Married,150000,Y,2
576595,31,Male,Single,95000,N,0
576756,28,Male,Single,150000,Y,1
576925,35,Female,Married,112500,Y,1
576934,,Male,Single,,,
576987,78,Male,Single,87500,Y,2
576988,58,Female,Married,95000,N,
577175,67,Male,Married,,N,
577803,62,Male,Married,112500,N,
577955,46,Male,Married,45000,Y,2
578093,52,Female,Married,75000,N,0
578105,,,Married,70000,Y,2
578140,44,Female,Married,87500,Y,2
578300,66,Male,Married,47500,Y,2
578314,,,,,,
578350,71,Male,Married,95000,N,0
578376,64,Male,Married,162500,N,0
578428,44,Male,Married,137500,Y,2
578534,57,Male,Married,150000,Y,1
578556,60,Female,Single,62500,Y,1
578837,62,Female,Married,47500,N,0
578848,40,Female,Single,87500,,
578855,76,Male,Married,162500,,
579107,26,Male,Single,150000,N,
579116,85,Male,Married,95000,N,
579161,64,Male,Single,95000,N,0
579312,22,Female,Married,52500,Y,1
579511,34,Male,Married,150000,N,0
579513,44,Male,Married,125000,Y,3
579698,68,Female,Married,87500,,
579722,57,Male,Married,95000,N,
579764,55,Male,Married,150000,N,0
579835,44,Male,Married,85000,Y,1
579876,60,Female,Single,55000,N,0
579943,,,,,,
580207,62,Female,Married,137500,N,0
580286,,,,,,
580493,50,Female,Married,112500,Y,1
580574,,,,,,
580808,64,Male,Married,75000,Y,1
580883,,,Married,150000,Y,7
581117,56,Male,Married,150000,Y,2
581135,25,Female,,,,
581306,60,Male,Single,52500,N,0
581351,40,Female,Married,32500,Y,2
581498,60,Female,Married,250000,Y,2
581671,75,Male,Single,150000,N,
581780,50,Male,Married,150000,Y,3
581890,44,Female,Married,87500,Y,1
581928,46,Male,Married,65000,Y,1
582160,31,Female,Married,75000,Y,2
582373,,Female,Single,137500,N,0
582428,56,Male,Single,150000,N,0
582432,76,Male,Single,112500,Y,1
582534,70,Male,Married,150000,N,1
582540,41,Male,Married,45000,Y,1
582684,59,Female,Married,150000,Y,1
582722,,,Married,187500,Y,1
582738,74,Male,Married,112500,N,0
582963,52,Male,Married,87500,N,0
583117,62,Female,Single,150000,N,0
583366,61,Female,Married,95000,N,
583416,,,,,,
583488,60,Male,Married,150000,N,0
583611,42,Male,Single,150000,Y,2
583761,58,Male,Single,35000,N,
583828,39,Female,Single,35000,Y,1
583829,63,Male,Married,150000,N,
584345,,,,,,
584362,50,Female,Married,150000,Y,4
584367,76,Male,Married,125000,,
584488,21,Male,Married,112500,Y,2
584710,71,Male,Married,112500,N,0
584802,40,,Married,17500,Y,1
585092,,,,,,
585267,34,Male,Married,,Y,1
585420,42,Female,Married,22500,Y,4
585581,,,,,,
585748,29,Male,Single,45000,N,
585761,54,Male,Married,250000,Y,4
586074,30,Male,Single,35000,N,
586218,53,Male,Married,112500,N,0
586224,65,Female,Married,150000,N,
586273,,Male,Single,162500,N,0
586447,81,Male,Married,150000,N,
586605,46,Male,Married,85000,Y,1
587298,48,Male,Married,112500,Y,3
587346,62,Male,Married,150000,Y,2
587638,44,Male,Married,47500,Y,3
587687,38,Female,Married,95000,N,0
588071,92,Female,Married,125000,N,0
588123,39,Female,Married,150000,Y,1
588249,38,Male,Single,150000,Y,1
588478,39,Male,Married,25000,Y,1
588522,52,Male,Married,112500,N,0
588525,58,Male,Married,150000,Y,1
588610,,,,,,
588633,60,Female,Married,87500,,
588765,27,Female,Single,45000,N,0
588800,52,Male,Married,137500,Y,2
589053,33,Male,Single,150000,Y,1
589582,26,Female,Single,112500,N,
589814,,,Married,162500,Y,3
590035,68,Male,Married,187500,N,0
590041,48,Female,Single,35000,N,0
590116,37,Female,Married,137500,N,0
590154,68,Male,Married,150000,N,
590219,53,Male,Married,75000,Y,1
590267,58,Male,Married,112500,N,0
590396,65,Male,Married,150000,N,0
590416,55,Male,Married,112500,Y,2
590458,44,Male,Married,150000,Y,2
590515,67,Male,Married,150000,N,0
590544,84,Male,Single,45000,Y,1
590623,39,Male,Married,150000,Y,1
590785,37,Male,Married,150000,Y,1
590896,43,Female,Single,25000,Y,2
591191,45,Male,Married,150000,N,0
591254,,,,,,
591422,27,Male,Married,150000,Y,1
591465,,,,,,
591575,,,,,,
591645,50,Male,Married,95000,N,
591782,50,Male,Married,87500,Y,1
591855,,,Married,87500,N,0
591902,,,,,,
591905,65,Male,Married,95000,Y,1
591953,,,,,,
592089,51,Male,Married,25000,N,0
592103,37,Female,Single,35000,Y,1
592345,62,Male,Single,75000,N,
592582,,,,,,
592609,62,Male,Married,150000,N,
592622,,,,,,
592629,,,,,,
592765,50,Male,Married,137500,Y,1
592987,63,Female,Single,75000,N,
593123,29,Female,Married,150000,Y,1
593127,,,,,,
593270,,,,,,
593483,,,,,,
593541,59,,Married,150000,N,
593935,,,,,,
594003,,,,,,
594030,33,Male,Married,150000,Y,1
594113,62,Male,Married,75000,N,0
594395,41,Male,Married,150000,Y,4
594623,,,,,,
594675,60,Female,Married,125000,Y,1
594725,50,Female,Single,150000,N,0
594858,38,Male,Single,150000,Y,2
595019,52,Male,Married,150000,N,
595366,,,,,,
595496,37,Male,Married,150000,Y,1
595576,99,Male,Single,250000,N,0
595617,48,Male,Married,70000,Y,4
595686,,,,,,
596088,38,Male,Married,137500,Y,1
596138,56,Female,Married,150000,Y,1
596252,,,Married,125000,N,0
596355,56,Male,Married,22500,,
596913,36,Male,Single,150000,Y,2
597032,33,Female,Married,75000,Y,1
597511,,,Single,95000,N,
597706,66,Male,Single,112500,Y,1
597707,56,Male,Married,22500,N,0
597823,72,Male,Single,225000,,
597827,,,,,,
597920,43,Male,Married,25000,Y,1
597949,30,Female,Married,137500,N,0
597999,52,Male,Single,85000,Y,1
598183,69,Male,Married,112500,N,0
598270,63,Male,Single,25000,N,
598271,61,Male,Single,25000,N,0
598300,,,,,,
598419,60,Male,Married,225000,Y,4
598675,46,Male,Single,150000,Y,1
598839,56,Male,Married,150000,N,0
598841,56,Male,Married,75000,N,
599036,,,,,,
599226,80,Male,Married,52500,Y,2
599323,37,Male,Married,65000,Y,3
599412,36,Male,Single,70000,Y,1
599536,53,Male,Married,150000,Y,1
599553,57,Male,Married,150000,N,
599593,,,Married,87500,Y,1
599809,24,Male,Married,87500,Y,1
600064,71,Male,Married,150000,N,0
600186,40,Male,Single,35000,N,1
600784,44,Male,Married,225000,Y,2
600857,60,Male,Married,75000,N,
600957,,,,,,
601099,62,Male,Married,45000,N,
601113,,,,,,
601151,,,,,,
601155,42,Female,Single,125000,,
601221,71,Male,Single,150000,N,0
601621,40,Male,Married,250000,Y,1
601785,48,Male,Single,17500,,
601927,45,Male,Married,150000,Y,4
602010,98,Male,Married,87500,,
602180,83,Male,Married,65000,Y,1
602191,,,,,,
602197,54,Male,Married,45000,N,0
602219,60,Male,Single,87500,,
602221,55,Female,Married,75000,Y,1
602327,46,Male,Married,85000,Y,1
602509,,,,,,
602585,,,,,,
602614,60,Female,Married,,N,
602617,,,,,,
602680,58,Male,Married,250000,Y,1
602817,48,Female,Married,47500,Y,2
603266,,,,,,
603444,40,Male,Single,150000,Y,1
603451,42,Male,Married,35000,Y,1
603494,50,Female,Married,95000,Y,5
603574,66,Female,Married,65000,N,
603811,,Male,Married,,Y,1
603824,67,Male,Married,150000,Y,1
603988,83,Male,Married,150000,N,0
604117,25,Male,Married,95000,N,0
604126,38,Male,Married,187500,Y,1
604227,50,Male,Married,150000,Y,2
604362,,,Married,95000,Y,1
604363,64,Male,Married,87500,,
604618,,,,,,
604757,,,,,,
605214,19,Male,Married,75000,Y,2
605714,80,,Married,162500,,
606048,57,Female,Married,75000,Y,2
606065,76,Male,Single,85000,N,0
606271,26,Male,Married,75000,Y,3
606272,49,Female,Single,150000,Y,3
606465,42,Female,Single,125000,,
606570,,,,,,
606809,37,,Married,75000,N,
606878,61,Female,Married,150000,Y,1
606898,58,Male,Married,75000,N,
606937,,Male,Married,150000,N,0
606991,53,Male,Married,45000,Y,4
607000,60,Male,Single,150000,N,0
607043,61,Male,Single,55000,N,0
607302,52,Male,Married,150000,N,0
607383,61,Male,Single,75000,N,
607544,61,Male,Single,150000,N,0
607564,31,Male,Single,45000,Y,2
607605,59,Female,Married,65000,N,
607735,23,Male,Married,85000,Y,4
607838,53,Male,Married,65000,N,0
607874,51,Female,Single,150000,Y,1
608053,65,Male,Single,45000,N,0
608310,88,Female,Married,137500,N,0
608507,52,Male,Married,75000,Y,1
608565,,,,,,
608573,,,,,,
609005,57,Female,Married,112500,Y,2
609111,41,Female,Single,137500,Y,1
609157,76,Male,Married,137500,N,
609274,60,Female,Married,70000,,
609393,,,,,,
609436,,,,,,
609446,44,Male,Married,112500,Y,8
609589,41,Female,Single,112500,Y,3
609595,47,Male,Married,150000,N,0
609704,32,Female,Married,95000,N,0
609888,35,Male,Married,150000,Y,5
609928,26,Male,Single,57500,Y,1
610089,,,,,,
610265,,,Married,95000,Y,7
610272,,,,,,
610505,46,Female,Single,75000,Y,1
610612,72,Male,Married,125000,,
610622,69,Male,Married,150000,N,
610624,,,,,,
610632,37,Male,Married,150000,Y,1
610746,73,Male,Single,,N,
610946,46,Male,Married,112500,Y,5
610955,,,,,,
611009,,,,,,
611026,,,,,,
611142,,,,,,
611731,43,Female,Married,95000,Y,3
611914,60,Female,Married,150000,N,
611924,35,Male,Married,137500,Y,4
612177,,,,,,
612392,,,,,,
612446,48,Female,Married,250000,,
612494,,Male,Married,137500,Y,1
612509,54,Female,Single,25000,Y,3
612564,,,,,,
612947,,,,,,
613565,54,Male,Married,150000,N,0
613725,34,Male,Married,150000,Y,1
613948,,,,,,
614163,26,Male,Single,150000,Y,1
614204,47,Male,Married,95000,N,0
614281,,,,,,
614283,66,Male,Single,75000,Y,1
614345,27,Male,Married,150000,N,
614381,52,Female,Married,137500,N,0
614544,24,Male,Single,17500,N,0
614876,61,Male,Married,95000,Y,1
614985,63,Male,Married,150000,N,0
615528,38,Male,Married,37500,,
615680,53,Male,Married,150000,N,0
615799,66,Male,Married,112500,N,0
615878,64,Male,Married,150000,N,1
616030,39,Female,Married,150000,Y,3
616070,37,Male,Married,150000,Y,1
616253,,,,,,
616294,39,Male,Single,112500,Y,1
616581,,,,,,
616737,,,,,,
617037,24,Male,Married,95000,Y,1
617150,51,Male,Married,150000,Y,1
617246,68,Male,Single,75000,N,0
617304,57,Female,Married,150000,N,0
617369,48,Male,Married,150000,Y,1
617782,27,Female,Married,75000,N,0
617783,38,Male,Married,125000,Y,1
617951,54,Female,Married,75000,Y,2
618175,63,Female,Married,35000,Y,1
618308,69,Male,Married,150000,N,0
618467,52,Male,Married,150000,Y,4
618488,33,Female,Married,150000,Y,1
618659,,,,,,
618749,,,,,,
619001,81,Male,Married,65000,N,0
619014,,,,,,
619110,54,Male,Single,27500,N,0
619148,62,Male,Single,250000,N,0
619290,,,,,,
619293,59,Male,Married,112500,N,
619366,52,Female,Married,112500,Y,3
619376,60,Male,Married,95000,N,0
619401,,,,,,
619624,,,,,,
619726,,,,,,
619916,,,,,,
619943,47,Female,Married,17500,Y,1
620084,80,Male,Married,150000,N,0
620178,60,Male,Married,150000,N,0
620227,44,Male,Married,87500,Y,1
620283,84,Male,Married,95000,Y,1
620299,,,,,,
620448,40,Male,Married,45000,Y,1
621136,48,Female,Married,75000,Y,1
621212,40,Female,,137500,Y,4
621332,60,Male,Married,75000,Y,1
621356,,,,,,
621389,64,Male,Married,75000,N,
621392,73,Male,Single,95000,N,
621487,54,Male,Married,17500,N,0
621498,,,,,,
621618,,,,,,
621686,30,Male,Single,150000,Y,1
621796,,,,,,
621844,34,Male,Married,112500,Y,4
621889,32,Male,Married,85000,N,0
622002,,,,,,
622106,61,Male,Married,150000,N,0
622252,53,Male,Married,25000,N,0
622422,66,,Married,225000,Y,2
622437,,,,,,
622508,60,Female,Married,75000,Y,1
622755,48,Male,Married,87500,,
622883,39,Male,Married,7500,N,0
622931,63,Male,Single,45000,N,1
623301,57,Male,Married,112500,N,0
623321,38,Male,Married,70000,Y,1
623322,,,,,,
623529,52,Male,Married,35000,Y,2
623628,37,,,,,
623751,58,Male,Married,150000,N,0
623763,37,Female,Single,150000,Y,2
623774,43,Male,Married,150000,Y,1
624028,31,Male,Single,75000,Y,1
624516,34,Female,Single,,N,0
624787,,,,,,
624829,33,Male,Single,150000,Y,1
624836,31,Male,Married,150000,N,0
625016,64,Male,Married,150000,N,1
625197,40,Male,Married,187500,Y,1
625515,,,,,,
625721,50,Male,Married,47500,,
625727,28,Male,Married,45000,Y,1
625927,65,Female,Single,65000,N,0
626011,44,Female,Married,70000,Y,1
626073,,,Married,112500,N,
626202,52,Male,Married,162500,Y,2
626304,62,Male,Married,150000,N,0
626644,39,Male,Single,95000,Y,1
626645,59,Male,Married,150000,N,0
626781,45,Female,Single,112500,Y,1
626861,41,Male,Married,150000,Y,1
626922,86,Male,Married,150000,N,0
627121,,Male,Married,57500,Y,2
627152,,,,,,
627179,26,Male,Single,250000,,
627220,71,Male,Married,150000,N,
627717,,,,,,
627879,48,Male,Married,17500,N,0
628071,98,Female,Married,52500,N,0
628469,57,Male,Married,75000,N,0
628493,,,,,,
628609,62,Male,Married,112500,Y,2
628820,61,Female,Married,112500,N,0
628922,,,,,,
628940,63,Male,Married,95000,N,0
628968,,,,,,
629018,,,,,,
629129,,,,,,
629169,78,Female,Married,17500,N,
629249,42,Male,Single,225000,Y,1
629377,22,Male,Married,87500,,
629389,56,Male,Married,45000,N,
629425,68,Female,Married,85000,N,0
629497,,,,,,
629552,65,Female,Married,95000,N,0
